userSet	dbSet	collection	pValueLog	oddsRatio	support	rnkPV	rnkOR	rnkSup	maxRnk	meanRnk	b	c	d	description	cellType	tissue	antibody	treatment	dataSource	filename	size
1	1305	ESR1	0.156359052213332	0.91239405150699	63	1657	1839	753	1839	1420	24	6318	2196	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	100nm E2 (45 min)	GTRD	EXP040954_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	15558
1	2573	JUNB	0.155244009352969	0.94344557449898	231	1658	1673	154	1673	1160	85	6150	2135	JUNB MCF10A-ER-Src JUNB	MCF10A-ER-Src	NULL	JUNB	Genotype: non-transformed	GTRD	EXP048569_MCF10A-ER-Src_JUNB_MACS_JUNB_MA1135.1.damo.pwm.bed	46653
1	2575	JUNB	0.155244009352969	0.94344557449898	231	1658	1673	154	1673	1160	85	6150	2135	JUNB MCF10A-ER-Src JUNB	MCF10A-ER-Src	NULL	JUNB	Genotype: non-transformed	GTRD	EXP048569_MCF10A-ER-Src_JUNB_MACS_JUNB_MA1138.1.damo.pwm.bed	46653
1	1642	FOXA1	0.155097522975315	0.952724318310188	368	1660	1641	57	1660	1120	134	6013	2086	FOXA1 MCF7 (Invasive ductal breast carcinoma) FOXA1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	FOXA1		Array Express	ERP001226_foxa1_mcf7_MACS_FOXA1_MA0148.4.damo.pwm.bed	62934
1	556	CTCF	0.154640745355229	0.888720808660197	23	1661	1929	1739	1929	1780	9	6358	2211	CTCF CTCF	NA	NA	CTCF	NA	NA	ENCSR822CEA_neural_cell_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	41722
1	2250	JUN	0.154640745355229	0.888720808660197	23	1661	1929	1739	1929	1780	9	6358	2211	JUN MDA-MB-231 (breast adenocarcinoma) JUN	MDA-MB-231 (breast adenocarcinoma)	BTO:0000815	JUN	dexametasone	GTRD	EXP033443_MDA-MB-231--breast-adenocarcinoma-_JUN_MACS_JUN_MA0489.1.damo.pwm.bed	17206
1	2251	JUN	0.154640745355229	0.888720808660197	23	1661	1929	1739	1929	1780	9	6358	2211	JUN MDA-MB-231 (breast adenocarcinoma) JUN	MDA-MB-231 (breast adenocarcinoma)	BTO:0000815	JUN	dexametasone	GTRD	EXP033443_MDA-MB-231--breast-adenocarcinoma-_JUN_MACS_JUN_MA1127.1.damo.pwm.bed	17843
1	2314	JUN	0.154640745355229	0.888720808660197	23	1661	1929	1739	1929	1780	9	6358	2211	JUN A549 (lung carcinoma) JUN	A549 (lung carcinoma)	BTO:0000018	JUN	100nM dexamethasone (CHEBI:41879) for 6 hour	GTRD	EXP039496_A549--lung-carcinoma-_JUN_MACS_JUN_MA0489.1.damo.pwm.bed	15258
1	2522	JUNB	0.154640745355229	0.888720808660197	23	1661	1929	1739	1929	1780	9	6358	2211	JUNB A549 (lung carcinoma) JUNB	A549 (lung carcinoma)	BTO:0000018	JUNB		GTRD	EXP039779_A549--lung-carcinoma-_JUNB_MACS_JUNB_MA1132.1.damo.pwm.bed	11162
1	3949	THAP11	0.154640745355229	0.888720808660197	23	1661	1929	1739	1929	1780	9	6358	2211	THAP11 HepG2 (hepatoblastoma) THAP11	HepG2 (hepatoblastoma)	BTO:0000599	THAP11	NA	GTRD	EXP039449_HepG2--hepatoblastoma-_THAP11_MACS_THAP11_MA1573.1.damo.pwm.bed	32459
1	1802	FOXA1	0.154088491302297	0.948885719385239	309	1667	1654	89	1667	1140	113	6072	2107	FOXA1 MCF7 (Invasive ductal breast carcinoma) FOXA1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	FOXA1	E2	GEO	GSE72249_foxa1_mcf7-e2_MACS_FOXA1_MA0148.4.damo.pwm.bed	50531
1	18	AR	0.152569349610853	0.894044403534554	36	1668	1917	1288	1917	1620	14	6345	2206	AR LNCaP (prostate carcinoma) AR	LNCaP (prostate carcinoma)	BTO:0001321	AR		GTRD	EXP030504_LNCaP--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	10285
1	52	AR	0.152124313191411	0.920262338701346	98	1669	1813	460	1813	1310	37	6283	2183	AR LNCaP (prostate carcinoma) AR	LNCaP (prostate carcinoma)	BTO:0001321	AR	treated for 24 hours with 2μg/mL aphidicolin +3 hour 10nm DHT	GTRD	EXP036468_LNCaP--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	29688
1	1943	GATA2	0.152063306148996	0.906709121989458	60	1670	1855	797	1855	1440	23	6321	2197	GATA2 endometrial stromal cells GATA2	endometrial stromal cells	NULL	GATA2		GTRD	EXP040835_endometrial-stromal-cells_GATA2_MACS_GATA2_MA0036.3.damo.pwm.bed	52185
1	169	AR	0.150823769691481	0.908943234682239	68	1671	1849	703	1849	1410	26	6313	2194	AR VCaP (prostate carcinoma) AR	VCaP (prostate carcinoma)	BTO:0003215	AR	DHT24H_SHFOXA1	GEO	GSE58428_AR_vcap-dht24h-shfoxa1_MACS_AR_MA0007.3.damo.pwm.bed	30949
1	254	ATF3	0.150196992092388	0.885104896250845	28	1672	1943	1531	1943	1720	11	6353	2209	ATF3 K562 (myelogenous leukemia) ATF3	K562 (myelogenous leukemia)	NULL	ATF3		GTRD	EXP039361_K562--myelogenous-leukemia-_ATF3_MACS_ATF3_MA0605.2.damo.pwm.bed	20308
1	684	CTCF	0.150196992092388	0.885104896250845	28	1672	1943	1531	1943	1720	11	6353	2209	CTCF A549 (lung carcinoma) CTCF	A549 (lung carcinoma)	BTO:0000018	CTCF		GTRD	EXP039434_A549--lung-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	39320
1	716	CTCF	0.150196992092388	0.885104896250845	28	1672	1943	1531	1943	1720	11	6353	2209	CTCF hepatocytes CTCF	hepatocytes	NULL	CTCF		GTRD	EXP039638_hepatocytes_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	45693
1	1337	ESR1	0.150196992092388	0.885104896250845	28	1672	1943	1531	1943	1720	11	6353	2209	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	H3B-5942	GTRD	EXP048583_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	11632
1	311	CEBPA	0.149969174775213	0.920638804394141	106	1676	1811	420	1811	1300	40	6275	2180	CEBPA U937 (adult acute monocytic leukemia) CEBPA	U937 (adult acute monocytic leukemia)	BTO:0001412	CEBPA	bio	GTRD	EXP000946_U937--adult-acute-monocytic-leukemia-_CEBPA_MACS_CEBPA_MA0019.1.damo.pwm.bed	61348
1	304	CDX2	0.149350891021303	0.91069571233027	76	1677	1844	619	1844	1380	29	6305	2191	CDX2 LS180 (colon cancer) CDX2	LS180 (colon cancer)	NULL	CDX2	125	GEO	GSE31939_cdx2_ls180-125_MACS_CDX2_MA0465.2.damo.pwm.bed	28703
1	3873	TFAP2C	0.149350891021303	0.91069571233027	76	1677	1844	619	1844	1380	29	6305	2191	TFAP2C HeLa S3 (cervical adenocarcinoma) TFAP2C	HeLa S3 (cervical adenocarcinoma)	BTO:0000568	TFAP2C	None	GTRD	EXP010559_HeLa-S3--cervical-adenocarcinoma-_TFAP2C_MACS_TFAP2C_MA0814.2.damo.pwm.bed	21954
1	1400	ESR1	0.147826759170891	0.920949433209606	114	1679	1810	392	1810	1290	43	6267	2177	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	LY2_ETOH	GEO	GSE54592_esr1_ly2-etoh_MACS_ESR1_MA0112.3.damo.pwm.bed	29123
1	1192	ESR1	0.147727106448512	0.912101947728662	84	1680	1840	557	1840	1360	32	6297	2188	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	vehicle	GTRD	EXP030929_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	20054
1	2675	MAFF	0.147592293648176	0.900509239758271	57	1681	1886	839	1886	1470	22	6324	2198	MAFF HeLa S3 (cervical adenocarcinoma) MAFF	HeLa S3 (cervical adenocarcinoma)	BTO:0000568	MAFF	NA	ENCODE	ENCSR140DSL_HeLa-S3_MAFF_MACS_MAFF_MA0495.3.damo.pwm.bed	48859
1	131	AR	0.147455575262942	0.890835588971942	41	1682	1925	1155	1925	1590	16	6340	2204	AR VCaP (prostate carcinoma) AR	VCaP (prostate carcinoma)	BTO:0003215	AR	R1881_10C30	GEO	GSE32892_AR_vcap-r1881-10c30_MACS_AR_MA0007.3.damo.pwm.bed	10411
1	1845	FOXA2	0.147259319821997	0.932783598416253	180	1683	1718	217	1718	1210	67	6201	2153	FOXA2 BJ (fibroblasts) FOXA2	BJ (fibroblasts)	NULL	FOXA2	Genotype: clonal FOXA2 doxycycline inducible cells, OXA2 GATA4 Coexpressing	GTRD	EXP049380_BJ--fibroblasts-_FOXA2_MACS_FOXA2_MA0047.3.damo.pwm.bed	74487
1	1812	FOXA1	0.146059727333177	0.952835519459874	459	1684	1640	24	1684	1120	167	5922	2053	FOXA1 LNCaP (prostate carcinoma) FOXA1	LNCaP (prostate carcinoma)	BTO:0001321	FOXA1	DHT	GEO	GSE83860_foxa1_lncap-dht_MACS_FOXA1_MA0148.4.damo.pwm.bed	185046
1	2370	JUN	0.146006577014358	0.913250913023739	92	1685	1828	498	1828	1340	35	6289	2185	JUN MCF7 (Invasive ductal breast carcinoma) JUN	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	JUN	Source: cJun - Tet cells; CellType: ERalpha-positive breast cancer cells; Treatment: 17beta estradiol 10nM for 1hr;	GTRD	EXP047660_MCF7--Invasive-ductal-breast-carcinoma-_JUN_MACS_JUN_MA1130.1.damo.pwm.bed	15299
1	3931	TFAP2C	0.146006577014358	0.913250913023739	92	1685	1828	498	1828	1340	35	6289	2185	TFAP2C A375 (malignant melanoma) TFAP2C	A375 (malignant melanoma)	BTO:0002806	TFAP2C	DMSO	GEO	GSE41234_tfap2c_a375-dmso_MACS_TFAP2C_MA0524.2.damo.pwm.bed	65829
1	64	AR	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	AR LNCaP (prostate carcinoma) AR	LNCaP (prostate carcinoma)	BTO:0001321	AR	dihydrotestosterone (DHT)	GTRD	EXP038192_LNCaP--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	4218
1	774	CTCF	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	CTCF heart left ventricle CTCF	heart left ventricle	NULL	CTCF		GTRD	EXP040077_heart-left-ventricle_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	34125
1	794	CTCF	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	CTCF KMS-11 (Plasma cell myeloma) CTCF	KMS-11 (Plasma cell myeloma)	BTO:0003932	CTCF		GTRD	EXP040254_KMS-11--Plasma-cell-myeloma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	29708
1	876	CTCF	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	CTCF T47D (invasive ductal carcinoma) CTCF	T47D (invasive ductal carcinoma)	BTO:0001248	CTCF	Treatment: 110 mM NaCl for 60 min  Source: T47D whole cell	GTRD	EXP053043_T47D--invasive-ductal-carcinoma-_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	29020
1	964	CTCF	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	CTCF GP5d (colon adenocarcinoma) CTCF	GP5d (colon adenocarcinoma)	NULL	CTCF	SIRAD21	GEO	GSE51234_ctcf_gp5d-sirad21_MACS_CTCF_MA0139.1.damo.pwm.bed	23882
1	1617	FOSL2	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	FOSL2 A549 (lung carcinoma) FOSL2	A549 (lung carcinoma)	BTO:0000018	FOSL2		GTRD	EXP040159_A549--lung-carcinoma-_FOSL2_MACS_FOSL2_MA1130.1.damo.pwm.bed	12162
1	1618	FOSL2	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	FOSL2 A549 (lung carcinoma) FOSL2	A549 (lung carcinoma)	BTO:0000018	FOSL2		GTRD	EXP040159_A549--lung-carcinoma-_FOSL2_MACS_FOSL2_MA1138.1.damo.pwm.bed	12298
1	2776	MYB	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	MYB AML (monocytes and acute myeloid leukemia) MYB	AML (monocytes and acute myeloid leukemia)	NULL	MYB	Treatment: LSD1 inhibitor OG86	GTRD	EXP049357_AML--monocytes-and-acute-myeloid-leukemia-_MYB_MACS_MYB_MA0100.3.damo.pwm.bed	24880
1	2987	NEUROG2	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	NEUROG2 MRC-5 (fetal lung fibroblasts) NEUROG2	MRC-5 (fetal lung fibroblasts)	BTO:0001590	NEUROG2	2 DPT	GTRD	EXP037156_MRC-5--fetal-lung-fibroblasts-_NEUROG2_MACS_NEUROG2_MA1642.1.damo.pwm.bed	34688
1	3672	SPI1	0.145995341868883	0.869495020013827	15	1687	2026	2200	2200	1970	6	6366	2214	SPI1 H929 (plasma cell myeloma) SPI1	H929 (plasma cell myeloma)	BTO:0002416	SPI1		GEO	GSE56857_spi1_ncih929_MACS_SPI1_MA0080.5.damo.pwm.bed	23485
1	942	CTCF	0.14571165940823	0.882569807700177	33	1697	1950	1379	1950	1680	13	6348	2207	CTCF MM1.S (plasma cell myeloma) CTCF	MM1.S (plasma cell myeloma)	BTO:0003933	CTCF		GEO	GSE43743_ctcf_mm1s_MACS_CTCF_MA0139.1.damo.pwm.bed	54246
1	1366	ESR1	0.14571165940823	0.882569807700177	33	1697	1950	1379	1950	1680	13	6348	2207	ESR1 MCF7 (Invasive ductal breast carcinoma) ESR1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ESR1	Treatment:  2 mM DSG for 25 mins	GTRD	EXP053229_MCF7--Invasive-ductal-breast-carcinoma-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	7503
1	1775	FOXA1	0.144604014357522	0.953199148992303	484	1699	1637	20	1699	1120	176	5897	2044	FOXA1 VCaP (prostate carcinoma) FOXA1	VCaP (prostate carcinoma)	BTO:0003215	FOXA1	ETOH	GEO	GSE56086_foxa1_vcap-etoh_MACS_FOXA1_MA0148.4.damo.pwm.bed	199138
1	309	CEBPA	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	CEBPA mesenchymal stem cells-derived adipocytes CEBPA	mesenchymal stem cells-derived adipocytes	NULL	CEBPA	NULL	GTRD	EXP000565_mesenchymal-stem-cells-derived-adipocytes_CEBPA_MACS_CEBPA_MA0019.1.damo.pwm.bed	24151
1	447	CTCF	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	CTCF CTCF	NA	NA	CTCF	NA	NA	ENCSR000APM_fibroblast_of_dermis_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	36167
1	1088	ELF1	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	ELF1 MCF7 (Invasive ductal breast carcinoma) ELF1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	ELF1		GTRD	EXP040154_MCF7--Invasive-ductal-breast-carcinoma-_ELF1_MACS_ELF1_MA0473.3.damo.pwm.bed	13690
1	2271	JUN	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	JUN RCC 7860 (Renal cell carcinoma) JUN	RCC 7860 (Renal cell carcinoma)	BTO:0003781	JUN		GTRD	EXP037742_786-O--renal-carcinoma-_JUN_MACS_JUN_MA0488.1.damo.pwm.bed	19299
1	2273	JUN	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	JUN RCC 7860 (Renal cell carcinoma) JUN	RCC 7860 (Renal cell carcinoma)	BTO:0003781	JUN		GTRD	EXP037742_786-O--renal-carcinoma-_JUN_MACS_JUN_MA1127.1.damo.pwm.bed	19985
1	2348	JUN	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	JUN A549 (lung carcinoma) JUN	A549 (lung carcinoma)	BTO:0000018	JUN	100nM dexamethasone (CHEBI:41879) for 20 minute	GTRD	EXP040320_A549--lung-carcinoma-_JUN_MACS_JUN_MA1130.1.damo.pwm.bed	15260
1	2444	JUN	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	JUN MDA-MB-231 (breast adenocarcinoma) JUN	MDA-MB-231 (breast adenocarcinoma)	BTO:0000815	JUN		GTRD	EXP058063_MDA-MB-231--breast-adenocarcinoma-_JUN_MACS_JUN_MA0462.2.damo.pwm.bed	13780
1	3359	RELA	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	RELA HAEC (human aortic endothelial cells) RELA	HAEC (human aortic endothelial cells)	NULL	RELA	IL1b, 4h	GTRD	EXP038049_HAEC--human-aortic-endothelial-cells-_RELA_MACS_RELA_MA0107.1.damo.pwm.bed	24123
1	3870	TFAP2A	0.144460360080304	0.869392432174631	20	1700	2036	1901	2036	1880	8	6361	2212	TFAP2A MCF7 (Invasive ductal breast carcinoma) TFAP2A	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	TFAP2A		GEO	GSE60270_tfap2a_mcf7_MACS_TFAP2A_MA0810.1.damo.pwm.bed	8794
1	478	CTCF	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	CTCF kidney CTCF	kidney	BTO:0000671	CTCF		ENCODE	ENCSR000DMC_kidney_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	24703
1	728	CTCF	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	CTCF upper lobe of left lung CTCF	upper lobe of left lung	NULL	CTCF		GTRD	EXP039700_upper-lobe-of-left-lung_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	26590
1	1053	EBF1	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	EBF1 LCL (lymphoblastoid cell line) EBF1	LCL (lymphoblastoid cell line)	NULL	EBF1	NA	GEO	GSE75503_ebf1_lcl_MACS_EBF1_MA0154.4.damo.pwm.bed	15846
1	1380	ESR1	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	ESR1 MCF7L-TamR(immortalized breast epithelial, tamoxifen resistant cell line) E	MCF7L-TamR(immortalized breast epithelial, tamoxifen resistant cell line)	NULL	ESR1		GTRD	EXP057867_MCF7L-TamR-immortalized-breast-epithelial--tamoxifen-resistant-cell-line-_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	2344
1	1391	ESR1	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	ESR1 breast ESR1	breast	NA	ESR1	tumor_GOODOUTCOME	GEO	GSE40867_esr1_breast-cancer-goodOutcome_MACS_ESR1_MA0112.3.damo.pwm.bed	2193
1	1475	ETV1	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	ETV1 A375 (malignant melanoma) ETV1	A375 (malignant melanoma)	BTO:0002806	ETV1	Treatment: cells were harvested in log phase growth	GTRD	EXP048911_A375--malignant-melanoma-_ETV1_MACS_ETV1_MA0761.2.damo.pwm.bed	7705
1	1962	GATA3	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	GATA3 Th1-cells GATA3	Th1-cells	BTO:0001678	GATA3		GTRD	EXP031083_Th1-cells_GATA3_MACS_GATA3_MA0037.3.damo.pwm.bed	14516
1	2979	NEUROG2	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	NEUROG2 MRC-5 (fetal lung fibroblasts) NEUROG2	MRC-5 (fetal lung fibroblasts)	BTO:0001590	NEUROG2	0.5 DPT	GTRD	EXP037152_MRC-5--fetal-lung-fibroblasts-_NEUROG2_MACS_NEUROG2_MA1642.1.damo.pwm.bed	27188
1	3232	PHOX2B	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	PHOX2B CLB-Ga (neuroblastoma) PHOX2B	CLB-Ga (neuroblastoma)	NULL	PHOX2B	none	GTRD	EXP039004_CLB-Ga--neuroblastoma-_PHOX2B_MACS_PHOX2B_MA0681.2.damo.pwm.bed	43820
1	3239	PKNOX1	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	PKNOX1 HeLa (cervical adenocarcinoma) PKNOX1	HeLa (cervical adenocarcinoma)	BTO:0000567	PKNOX1	NA	GTRD	EXP047569_HeLa--cervical-adenocarcinoma-_PKNOX1_MACS_PKNOX1_MA0782.2.damo.pwm.bed	5710
1	3472	RUNX1	0.144196325621766	0.869597446789358	10	1709	2014	2487	2487	2070	4	6371	2216	RUNX1 SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive) RUNX1	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	NULL	RUNX1	RUNX1-EVI1 KD after 10 days	GTRD	EXP037837_SKH1--chronic-myelogenous-leukemia--BCR-ABL1-positive-_RUNX1_MACS_RUNX1_MA0002.2.damo.pwm.bed	32033
1	1817	FOXA2	0.143612117709163	0.921421370873864	130	1720	1804	333	1804	1290	49	6251	2171	FOXA2 FOXA2	NA	NA	FOXA2	NA	Array Express	ERP003828_foxa2_mdamb231_MACS_FOXA2_MA0047.3.damo.pwm.bed	55973
1	2672	MAFB	0.142930456977808	0.893742955254026	54	1721	1919	886	1919	1510	21	6327	2199	MAFB pancreatic islets MAFB	pancreatic islets	NULL	MAFB	NA	Array Express	ERP004003_mafb_islet_MACS_MAFB_MA0117.2.damo.pwm.bed	48470
1	347	CEBPA	0.142838647746793	0.909437674056291	89	1722	1847	515	1847	1360	34	6292	2186	CEBPA Kasumi-1 (acute myeloblastic leukemia) CEBPA	Kasumi-1 (acute myeloblastic leukemia)	BTO:0004136	CEBPA		GTRD	EXP058118_Kasumi-1--acute-myeloblastic-leukemia-_CEBPA_MACS_CEBPA_MA0102.4.damo.pwm.bed	64358
1	95	AR	0.142410497801254	0.915002717467915	108	1723	1824	412	1824	1320	41	6273	2179	AR 22RV1 (prostate carcinoma) AR	22RV1 (prostate carcinoma)	BTO:0002999	AR	Treatment: 10 nM DHT+ 500 nM JQ1 for 6 hrs  TF: full-length AR (AR-FL)	GTRD	EXP049392_22RV1--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	45010
1	513	CTCF	0.141646816194159	0.869289682891643	25	1724	2045	1657	2045	1810	10	6356	2210	CTCF GM12874 (male B-cells) CTCF	GM12874 (male B-cells)	NULL	CTCF		ENCODE	ENCSR000DRR_GM12874_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	42119
1	695	CTCF	0.141646816194159	0.869289682891643	25	1724	2045	1657	2045	1810	10	6356	2210	CTCF Peyer's patch CTCF	Peyer's patch	NULL	CTCF		GTRD	EXP039475_Peyer-s-patch_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	38959
1	517	CTCF	0.141313211013241	0.880683139282978	38	1726	1957	1238	1957	1640	15	6343	2205	CTCF CTCF	NA	NA	CTCF	NA	NA	ENCSR000DTF_cardiac_fibroblast_CTCF_MACS_CTCF_MA0139.1.damo.pwm.bed	48643
1	1530	FOS	0.141313211013241	0.880683139282978	38	1726	1957	1238	1957	1640	15	6343	2205	FOS MCF7 (Invasive ductal breast carcinoma) FOS	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	FOS	E2	GTRD	EXP000619_MCF7--Invasive-ductal-breast-carcinoma-_FOS_MACS_FOS_MA0099.3.damo.pwm.bed	8690
1	1531	FOS	0.141313211013241	0.880683139282978	38	1726	1957	1238	1957	1640	15	6343	2205	FOS MCF7 (Invasive ductal breast carcinoma) FOS	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	FOS	E2	GTRD	EXP000619_MCF7--Invasive-ductal-breast-carcinoma-_FOS_MACS_FOS_MA0476.1.damo.pwm.bed	9079
1	1980	GATA3	0.141313211013241	0.880683139282978	38	1726	1957	1238	1957	1640	15	6343	2205	GATA3 T47D (invasive ductal carcinoma) GATA3	T47D (invasive ductal carcinoma)	BTO:0001248	GATA3	Passsage: <10 Genotype: wt/R330fs mutant with CRISPR	GTRD	EXP049898_T47D--invasive-ductal-carcinoma-_GATA3_MACS_GATA3_MA0037.3.damo.pwm.bed	13449
1	3559	SIX2	0.141313211013241	0.880683139282978	38	1726	1957	1238	1957	1640	15	6343	2205	SIX2 HEK SIX2	HEK	NA	SIX2		GEO	GSE73865_six2_hek_MACS_SIX2_MA1119.1.damo.pwm.bed	48175
1	2364	JUN	0.141262529653674	0.910726587319596	97	1731	1843	468	1843	1350	37	6284	2183	JUN MCF7 (Invasive ductal breast carcinoma) JUN	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	JUN	Source: cJun - Tet cells; CellType: ERalpha-positive breast cancer cells; Treatment: 17beta estradiol 10nM for 1hr;	GTRD	EXP047660_MCF7--Invasive-ductal-breast-carcinoma-_JUN_MACS_JUN_MA0099.3.damo.pwm.bed	15955
1	1572	FOSL2	0.140817955440731	0.903379903752932	78	1732	1884	604	1884	1410	30	6303	2190	FOSL2 A549 (lung carcinoma) FOSL2	A549 (lung carcinoma)	BTO:0000018	FOSL2	1 h with 0.02% Ethanol (Myers)	ENCODE	ENCSR000BQO_A549_FOSL2_MACS_FOSL2_MA0478.1.damo.pwm.bed	31860
1	1154	ESR1	0.140578105216754	0.915679929180819	116	1733	1823	383	1823	1310	44	6265	2176	ESR1 T47D (invasive ductal carcinoma) ESR1	T47D (invasive ductal carcinoma)	BTO:0001248	ESR1	1 h with 100 nM Genistein (Myers)	ENCODE	ENCSR000BJS_T47D_ESR1_MACS_ESR1_MA0112.3.damo.pwm.bed	27112
1	1637	FOXA1	0.140240486553576	0.938207133285872	265	1734	1692	110	1734	1180	98	6116	2122	FOXA1 MCF7 (Invasive ductal breast carcinoma) FOXA1	MCF7 (Invasive ductal breast carcinoma)	BTO:0000093	FOXA1		Array Express	ERP000380_foxa1_mcf7_MACS_FOXA1_MA0148.4.damo.pwm.bed	47172
1	13	AR	0.139933152586306	1.04377023194597	3	1735	1335	3252	3252	2110	1	6378	2219	AR VCaP (prostate carcinoma) AR	VCaP (prostate carcinoma)	BTO:0003215	AR	ethanol	GTRD	EXP000732_VCaP--prostate-carcinoma-_AR_MACS_AR_MA0007.3.damo.pwm.bed	1354
1	173	AR	0.139933152586306	1.04377023194597	3	1735	1335	3252	3252	2110	1	6378	2219	AR VCaP (prostate carcinoma) AR	VCaP (prostate carcinoma)	BTO:0003215	AR	ETOH24H	GEO	GSE58428_AR_vcap-etoh24h_MACS_AR_MA0007.3.damo.pwm.bed	550
1	326	CEBPA	0.139933152586306	1.04377023194597	3	1735	1335	3252	3252	2110	1	6378	2219	CEBPA SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive) CEBPA	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	NULL	CEBPA	Treatment: ethanol; Genotype: inducible version of CEBPA (C/EBPalpha-ER);	GTRD	EXP047670_SKH1--chronic-myelogenous-leukemia--BCR-ABL1-positive-_CEBPA_MACS_CEBPA_MA0102.4.damo.pwm.bed	7785
